participantId,wave,ai_group,pre_grs_F_1y,post_grs_F_1y,pre_grs_F_3y,post_grs_F_3y,pre_grs_F_5y,post_grs_F_5y,pre_ra_m2,post_ra_m2
1898,wave3,Somewhat Risk-Seeking,0.6249780827049259,0.7581461602847398,0.9424997004415988,1.0432130819355885,0.8864952153172924,0.9510517939111482,-0.0011456923202869,-1.378695164077892e-05
132,wave3,Somewhat Risk-Averse,0.8088952580126139,0.8088952580126139,1.0237386108093378,1.0237386108093378,0.9530310119806218,0.9530310119806218,0.008346620025023,0.008346620025023
1848,wave3,Default,0.8498221086957528,0.8242627516553194,1.2327840876285323,1.1912778753883135,1.0643313420894194,1.047461431979043,-0.0004046714797252,-0.0033865197590022
522,wave3,Extremely Risk-Averse,0.8174810465181569,0.8174810465181569,1.2486221475976969,1.2486221475976969,1.0548301870795749,1.0548301870795749,-0.0042297857185644,-0.0042297857185644
2285,wave3,Default,0.8647040400486736,0.6895946732022344,1.2930813412225042,1.1406968120338383,1.07727187033612,0.9496274452144522,-0.0063397949461365,0.0005180974251443
1910,wave3,Extremely Risk-Seeking,0.8346863410036436,0.8346863410036436,1.0799722714691993,1.0799722714691993,0.9790056655418388,0.9790056655418388,0.0046730942866906,0.0046730942866906
1631,wave3,Somewhat Risk-Seeking,0.7090529629500945,0.7090529629500945,1.0733686134542575,1.0733686134542575,0.9968075407781531,0.9968075407781531,-0.0014291570849367,-0.0014291570849367
716,wave3,Extremely Risk-Seeking,0.7247521441965897,0.8620001468630488,0.9236084207671372,1.019459925569651,0.8847502838715887,0.9909588634471044,0.0101519374531616,0.0031837913177356
1040,wave3,Somewhat Risk-Seeking,0.7045959160897906,0.6148567231451287,1.0655582609238474,0.9808086817540326,0.9526539687587332,0.9029621965292284,-0.000480850121809,0.0089728168189414
1893,wave3,Default,0.8014007983656121,0.754426947129624,1.033460631595322,0.952157383567362,0.933723184158436,0.9303513562391864,0.0057124685426125,0.0066926765803936
2128,wave3,Extremely Risk-Seeking,0.7141975858659472,0.8618927071055504,1.1135259194050544,1.122634898384552,0.9594693913662552,1.0329126556922406,-0.0006309996929745,0.0046200441027353
1199,wave3,Extremely Risk-Averse,0.8841950874809604,0.8957904584089769,1.2374619508872582,1.2157327896066488,1.0618357286016884,1.0581462561923387,-0.0061640939780777,-0.0078588626063855
2014,wave3,Extremely Risk-Seeking,0.8039413161990974,0.8039413161990974,1.1132624325891698,1.1132624325891698,1.0092811725265158,1.0092811725265158,-0.0062237578212828,-0.0062237578212828
602,wave3,Extremely Risk-Averse,0.8174837427365612,0.7605987323115465,0.9153930705274744,0.8710503180761667,0.9396572288627232,0.8964172563574911,0.0099838544257463,0.0067897089372055
1677,wave3,Somewhat Risk-Seeking,0.9029132808170388,0.8818375534857193,1.2767524711614715,1.1009088140195165,1.0723859610038124,1.0138027056071142,-0.0023496851616227,0.0007221134907907
987,wave3,Extremely Risk-Averse,0.8686082620968664,0.8340286452981549,1.171395614601779,1.10108268372748,1.0417015514175136,1.011031102541888,-0.0004927864200582,0.0003843625034193
2225,wave3,Somewhat Risk-Seeking,0.7184007186538409,0.8743599381585194,1.018422481076834,0.9749834205523386,0.9593664886587332,0.9638219116312636,0.0090650817567161,0.00751739922823
1117,wave3,Somewhat Risk-Averse,0.7830301447768276,0.8089110363370969,1.1104728639374917,1.1558574036352012,0.9829375845395903,0.9942782503769692,0.0055965380846337,-0.0039501592163529
1809,wave3,Default,0.6315784134803324,0.6315784134803324,0.8972878760703105,0.8972878760703105,0.8353843381259867,0.8353843381259867,0.0100447926382566,0.0100447926382566
877,wave3,Somewhat Risk-Averse,0.7822665744695873,0.7822665744695873,1.0233764593940469,1.0233764593940469,0.9661312469631758,0.9661312469631758,0.0006562912395259,0.0006562912395259
106,wave3,Risk-Neutral,0.9019144139748122,0.9035129242789064,1.2829462062787944,1.2748857004933598,1.0752871882931625,1.0733672853053446,-0.0002879574646956,0.0002966438100198
1537,wave3,Somewhat Risk-Averse,0.8421481684754332,0.7834240360092392,1.076220380201752,0.9159554975638302,1.025726781725269,0.9069335382541336,0.0036135253013532,0.0100458259661973
1316,wave3,Somewhat Risk-Averse,0.7845080383414895,0.7845080383414895,1.173112750817351,1.173112750817351,1.014825870300333,1.014825870300333,-0.0022298607372386,-0.0022298607372386
719,wave3,Extremely Risk-Seeking,0.6673132748412971,0.6673132748412971,0.9927235443566026,0.9927235443566026,0.9209580317255586,0.9209580317255586,0.0011407077214051,0.0011407077214051
2228,wave3,Risk-Neutral,0.8645411635457602,0.8645411635457602,1.097251059388868,1.097251059388868,1.0107838299404772,1.0107838299404772,-0.0029217613172418,-0.0029217613172418
549,wave3,Somewhat Risk-Averse,0.7268371730645041,0.7510112237211233,1.0361546680264817,1.1257733195101314,0.9567773429713528,0.9726653265740272,0.0063668112597547,-0.0041105174098874
2102,wave3,Default,0.8383771127835518,0.8363345750724228,1.168099408021685,1.0879412715548342,1.034162874957148,1.0092290211629706,-0.0001807679319326,-3.205325082963723e-05
1557,wave3,Default,0.7612280575938845,0.7464016010334443,1.0454201950150512,1.026272927449347,0.9796720464625706,0.9802698450011436,0.0048434328654069,0.0065952330467938
596,wave3,Risk-Neutral,0.5487247053565669,0.5487247053565669,0.9871080945026072,0.9871080945026072,0.9522659837905936,0.9522659837905936,0.0037870850525241,0.0037870850525241
866,wave3,Default,0.8173493254516956,0.7920744844138364,1.0228176416897967,1.0432579624226326,0.9142295010680164,0.9101871975020428,0.0118814675777057,0.0083830013899867
367,wave3,Default,0.8659206064338663,0.8234759346208154,1.1476101268790506,1.1069668878287702,1.0413785821804395,1.0178445981093531,-0.0038265751039686,-0.0030786301745515
870,wave3,Risk-Neutral,0.6269263711670825,0.6269263711670825,0.9778782709555188,0.9778782709555188,0.8494715168418774,0.8494715168418774,0.0064463727874831,0.0064463727874831
2132,wave3,Somewhat Risk-Averse,0.7406700111322397,0.7782958829061862,1.155986653610965,1.207421289967319,1.0084620124959345,1.056317845361222,-0.0049930324836107,-0.0055154697772214
2122,wave3,Extremely Risk-Seeking,0.6763760705946426,0.6763760705946426,1.0581515150646243,1.0581515150646243,0.887091212361734,0.887091212361734,0.0004097026727934,0.0004097026727934
212,wave3,Somewhat Risk-Averse,0.7541042433419608,0.7541042433419608,1.1129688971681022,1.1129688971681022,1.0180942237397403,1.0180942237397403,-0.0035173212821727,-0.0035173212821727
1773,wave3,Extremely Risk-Averse,0.6926660083985797,0.8119821475250865,1.1454189593594617,1.1461759725874952,0.9600556770392784,0.9740415063865836,2.6108278341803405e-06,-0.0039491090824626
1148,wave3,Somewhat Risk-Seeking,0.8177670863705306,0.8552164086733366,1.1332854112320678,1.1271702809631172,1.0076396620528876,1.029042454324229,-0.0092263694043538,-0.0040923634082045
1869,wave3,Somewhat Risk-Seeking,0.8902756431077687,0.8893149865160191,1.0874658591038862,1.1184955541248514,1.0045040419961049,1.0092948497972174,-0.0013480574134768,-0.0003173451036825
548,wave3,Somewhat Risk-Averse,0.5762126549907125,0.6792810839003441,1.0316291103199953,1.0905509792156045,0.9598785919255144,0.9803684060486876,0.0066890237569841,0.0032074675102724
1831,wave3,Default,0.8346289191042578,0.8714375433653718,1.1502119034645126,1.0159491443042317,1.0239022559595996,0.9704228858714408,-0.0019631496282219,0.0037768666892633
1363,wave3,Risk-Neutral,0.724139940407302,0.7890312886685337,1.1712203872613764,1.0899081508872537,0.9710152575598462,0.986647205210118,-0.0032070212345307,-0.0045296152715859
1530,wave3,Risk-Neutral,0.8022445803431699,0.7766968623920356,1.023382035498798,1.014047370819204,0.9597361288416228,0.9551511700821812,0.0041960009677941,0.0091364417327951
172,wave3,Risk-Neutral,0.7534395765888523,0.8032004189248843,1.0772265756945718,1.1099496887922469,0.94778252407976,1.0082059291638763,-0.0016360091644602,-0.0011743551393349
1473,wave3,Extremely Risk-Seeking,0.8529680407004859,0.8529680407004859,1.19172526137948,1.19172526137948,1.0340828773418211,1.0340828773418211,-0.0018002399221769,-0.0018002399221769
1244,wave3,Somewhat Risk-Averse,0.813259801721727,0.813259801721727,1.1542995311714468,1.1542995311714468,1.0178564618715782,1.0178564618715782,-0.0028296831900335,-0.0028296831900335
1936,wave3,Default,0.8535876029153441,0.8285228336673773,1.112398689529267,1.1023302234115584,1.0057057012158326,0.9936696188818313,-0.0050488794868874,-0.0033140495890588
441,wave3,Somewhat Risk-Averse,0.722635905939325,0.722635905939325,1.089467802344494,1.089467802344494,0.9857040141640688,0.9857040141640688,0.0003184195504987,0.0003184195504987
