window_start,spy_ret,spy_vol,arm,mean_post_m2,mean_pre_m2,n
2023-02-04,-0.0123441080730981,0.0072864052333114,Somewhat Risk-Averse,0.0036960994098382,0.0020971157986837,163
2023-02-05,-0.0123441080730981,0.0072864052333114,Somewhat Risk-Averse,0.0032911837283232,0.0016281125949833,163
2023-02-06,-0.0123441080730981,0.0072864052333114,Somewhat Risk-Averse,0.0051714952146002,0.0038033838329954,163
2023-02-07,-0.0262059717044536,0.0087545656295497,Somewhat Risk-Averse,0.0090611286243153,0.0034378640175624,163
2023-02-08,-0.0401019922621791,0.0077450832293867,Somewhat Risk-Averse,0.0140468779658444,0.0033382229557029,163
2023-02-09,-0.0243271308827113,0.0076465937545917,Somewhat Risk-Averse,0.0112591120960298,0.0073384047023564,163
2023-02-10,-0.0263085828275401,0.007795510519857,Somewhat Risk-Averse,0.0138359247673075,0.0091163404757915,163
2023-02-11,-0.0285757149091109,0.007731264328544,Somewhat Risk-Averse,0.0197133122330925,0.0162398581395786,163
2023-02-12,-0.0285757149091109,0.007731264328544,Somewhat Risk-Averse,0.0201752527847219,0.0167641160354585,163
2023-02-13,-0.0252672566742701,0.0078403799120649,Somewhat Risk-Averse,0.0211294121511243,0.0196687489883546,163
2023-02-14,-0.0401374948124793,0.0069119069486354,Somewhat Risk-Averse,0.0289848347890159,0.0239579279934037,163
2023-02-15,-0.0433792917498071,0.0068885245398548,Somewhat Risk-Averse,0.0205597932550474,0.0111693239574989,163
2023-02-16,-0.0390599865653334,0.0072675460424581,Somewhat Risk-Averse,0.0106414571732619,-0.0037348625826505,163
2023-02-17,-0.0100178028608716,0.0080378235469664,Somewhat Risk-Averse,0.001211990370998,-0.0025794777065702,163
2023-02-18,-0.0075381078470804,0.0080224488130003,Somewhat Risk-Averse,-0.001078801680147,-0.0017906545814178,163
2023-02-19,-0.0075381078470804,0.0080224488130003,Somewhat Risk-Averse,-0.0010326066527902,-0.0017376702965078,163
2023-02-20,-0.006850431539414,0.0080273675834598,Somewhat Risk-Averse,-0.0027088920009811,-0.0030258819357961,163
2023-02-21,-0.0220741351892471,0.0088975290077403,Somewhat Risk-Averse,0.0031158426729413,-0.0014660159445714,163
2023-02-22,-0.000425930685739,0.0072707298310424,Somewhat Risk-Averse,-0.0042772005491978,-0.0001436096286384,163
2023-02-23,-0.0175139243141948,0.008697405823429,Somewhat Risk-Averse,0.0040205899680731,-0.0010745418808083,163
2023-02-24,-0.0368142172101746,0.0091332990518808,Somewhat Risk-Averse,0.012424816028535,-0.0031945806277546,163
2023-02-25,-0.0264140053619029,0.0088585840730434,Somewhat Risk-Averse,0.0166226650127314,0.0076892296522512,163
2023-02-26,-0.0264140053619029,0.0088585840730434,Somewhat Risk-Averse,0.023309762441177,0.0166011522164817,163
2023-02-27,-0.0278019065544817,0.008846149599998,Somewhat Risk-Averse,0.037058505048035,0.0313740506281956,163
2023-02-28,-0.0150854974855099,0.0099787799567842,Somewhat Risk-Averse,0.028238844225809,0.0263858682216048,163
2023-03-01,-0.0176150159386724,0.0100503858223421,Somewhat Risk-Averse,0.0362215642902446,0.0327750309966736,163
2023-03-02,0.0034704642254268,0.0111014779509742,Somewhat Risk-Averse,0.0350401381455529,0.0431344980699579,163
2023-03-03,-0.0159161257407871,0.0112997714253548,Somewhat Risk-Averse,0.0573044641370706,0.0630340198549838,163
2023-03-04,-0.0314494232747099,0.010284710627584,Somewhat Risk-Averse,0.0556042848134077,0.0558579672302849,163
2023-03-05,-0.0314494232747099,0.010284710627584,Somewhat Risk-Averse,0.0577906573153021,0.0586172441446923,163
2023-03-06,-0.0221362228490998,0.0107142262748104,Somewhat Risk-Averse,0.0462311638787183,0.0450258727649114,163
2023-03-07,-0.0099822851033104,0.0113531165547344,Somewhat Risk-Averse,0.0447494855759016,0.0529531160495409,163
2023-03-08,-0.0117096425987021,0.0115196729423901,Somewhat Risk-Averse,0.0523782166643021,0.0591503091479636,163
2023-03-09,-0.0106523244635431,0.0115386281666921,Somewhat Risk-Averse,0.057578970862222,0.0643038350300268,163
2023-03-10,0.0145579910617896,0.0105475417053147,Somewhat Risk-Averse,0.0385862837753967,0.0473063217578086,163
2023-03-11,0.0294118376793337,0.0096588288414758,Somewhat Risk-Averse,0.0267227721817897,0.0394155058274956,163
2023-03-12,0.0294118376793337,0.0096588288414758,Somewhat Risk-Averse,0.0263334905142841,0.0389023382301374,163
2023-03-13,0.0313365902973876,0.0096435334986743,Somewhat Risk-Averse,0.0135164018404463,0.0232881821164105,163
2023-03-14,0.0304907485696557,0.0096672241267163,Somewhat Risk-Averse,0.00277305731265,0.0109222940044459,163
2023-03-15,0.0284677627377651,0.0094653053840865,Somewhat Risk-Averse,0.0074632550869915,0.0169548489134406,163
2023-03-16,0.0410007009094273,0.0092323139393587,Somewhat Risk-Averse,-0.0016777556061168,0.010297791662223,163
2023-03-17,0.0374707648669017,0.0088725910975069,Somewhat Risk-Averse,0.0025777810239848,0.0125292196295308,163
2023-03-18,0.0497448453410729,0.0080089850394304,Somewhat Risk-Averse,-0.017469411131434,-0.0061648566664673,163
2023-03-19,0.0497448453410729,0.0080089850394304,Somewhat Risk-Averse,-0.0168917622686435,-0.0054514908039321,163
2023-03-20,0.0537449614353422,0.00795807041356,Somewhat Risk-Averse,-0.0210399398340798,-0.0108328377235373,163
2023-03-21,0.0379183739322173,0.0080912275733641,Somewhat Risk-Averse,-0.0028599624936081,0.006821290263779,163
2023-03-22,0.0217842584094538,0.0076235955704485,Somewhat Risk-Averse,0.0015178845068974,-0.0002597200078369,163
2023-03-23,0.0435592940935503,0.0056547701972523,Somewhat Risk-Averse,-0.0115811052322043,-0.0070943800635725,163
2023-03-24,0.0407454783763623,0.0057030390955007,Somewhat Risk-Averse,-0.0167594336234746,-0.0135525167271193,163
2023-03-25,0.0339608043830448,0.0056353675590303,Somewhat Risk-Averse,-0.0106937117264873,-0.0064963917802286,163
2023-03-26,0.0339608043830448,0.0056353675590303,Somewhat Risk-Averse,-0.0098569108174103,-0.0054809739776339,163
2023-03-27,0.0350221799453767,0.0056123608686099,Somewhat Risk-Averse,-0.0105999936837175,-0.0041431903869624,163
2023-03-28,0.0333680076418201,0.0056365499779737,Somewhat Risk-Averse,-0.0018979386958682,0.0041759812040776,163
2023-03-29,0.0314711752726857,0.0057583476919481,Somewhat Risk-Averse,-0.0049673637302218,-0.0006862834897474,163
2023-03-30,0.0301980839225597,0.0055709708744368,Somewhat Risk-Averse,-0.005300525504991,-0.0020589872419226,163
2023-03-31,0.0216994483069636,0.0055727614641879,Somewhat Risk-Averse,-0.0032851969518517,0.0009014699186782,163
2023-04-01,0.0074990336717162,0.0043396240348604,Somewhat Risk-Averse,-0.0004443482608559,-0.0004477360373244,163
2023-04-02,0.0074990336717162,0.0043396240348604,Somewhat Risk-Averse,-0.000109397699103,-3.131371605631984e-05,163
2023-04-03,0.0111140372997673,0.0044080361764431,Somewhat Risk-Averse,-0.0034197856893789,-0.0019926509612936,163
2023-04-04,0.0079327672214208,0.0043258702626199,Somewhat Risk-Averse,0.0004970766923139,0.0028867296754168,163
2023-04-05,0.0133849274118864,0.0039958824714271,Somewhat Risk-Averse,-0.0099894908504918,-0.0056621967054441,163
2023-04-06,0.0105003525807034,0.004234260641987,Somewhat Risk-Averse,-0.0098120591999632,-0.0054222228206522,163
2023-04-07,0.0073560772312353,0.0041416594993801,Somewhat Risk-Averse,-0.0103771333379945,-0.0064290648209348,163
2023-04-08,0.0073560772312353,0.0041416594993801,Somewhat Risk-Averse,-0.0093433323087528,-0.0052119404147635,163
2023-04-09,0.0073560772312353,0.0041416594993801,Somewhat Risk-Averse,-0.0096219829205953,-0.0055361767516129,163
2023-04-10,0.0084069121064898,0.0041414816986962,Somewhat Risk-Averse,-0.0105523850633027,-0.0076540693635643,163
2023-04-11,-0.0086180384690561,0.0059230103843291,Somewhat Risk-Averse,-0.0015862510816778,-0.0065618676137697,163
2023-04-12,-0.0130822807668029,0.0059917575954634,Somewhat Risk-Averse,0.0046445601171333,0.0017796527356811,163
2023-04-13,0.0106849719177617,0.0079519809011492,Somewhat Risk-Averse,-0.0049519996365061,0.0006189000069977,163
2023-04-14,0.0059496103659217,0.0074985828177791,Somewhat Risk-Averse,-0.0068746441287254,-0.0058913450063057,163
2023-04-15,0.0084127204248767,0.007458353439918,Somewhat Risk-Averse,-0.00681929734725,-0.0078709739605421,163
2023-04-16,0.0084127204248767,0.007458353439918,Somewhat Risk-Averse,-0.0067122838793627,-0.0077616427949935,163
2023-04-17,0.0073945758207463,0.0074685545627806,Somewhat Risk-Averse,-0.0113390145702271,-0.0119839037585745,163
2023-04-18,-0.0074890369304818,0.0079957078814334,Somewhat Risk-Averse,0.0018855343148467,-0.0038771670667359,163
2023-04-19,-0.0149441311621983,0.0081542147193665,Somewhat Risk-Averse,0.0059239065622048,-0.001569910016647,163
2023-04-20,-0.0217560154328583,0.0082996765763937,Somewhat Risk-Averse,0.0200117731166349,0.0142681224036724,163
2023-04-21,0.0018210068384634,0.0096648389946921,Somewhat Risk-Averse,0.0181708743205833,0.0261145825390395,163
2023-04-22,0.0010431613001655,0.009663404866824,Somewhat Risk-Averse,0.0198131292425484,0.0263653977239439,163
2023-04-23,0.0010431613001655,0.009663404866824,Somewhat Risk-Averse,0.0170185613305501,0.0227091874025866,163
2023-04-24,0.0013101223516203,0.0096634276280301,Somewhat Risk-Averse,0.0187568143409078,0.0271553866460094,163
2023-04-25,-0.0041197531630934,0.0097282443846895,Somewhat Risk-Averse,0.0281100143790105,0.0390302527424377,163
2023-04-26,0.0166717663830868,0.0087674404726696,Somewhat Risk-Averse,0.0164539945806542,0.0334898896822845,163
2023-04-27,0.0192156632714921,0.0086815307859068,Somewhat Risk-Averse,0.0114567203729272,0.0268992955294515,163
2023-04-28,-0.001988429149452,0.0069994791963697,Somewhat Risk-Averse,0.0136455502144446,0.0194527534004441,163
2023-04-29,-0.0104344586260312,0.0065809092940704,Somewhat Risk-Averse,0.0169847043289328,0.0222242056507188,163
2023-04-30,-0.0104344586260312,0.0065809092940704,Somewhat Risk-Averse,0.0172851095823903,0.022595058464834,163
2023-05-01,-0.0070203899294224,0.0066660725979119,Somewhat Risk-Averse,0.0156360924481785,0.0228019091662121,163
2023-05-02,-0.0126593291494446,0.0068583187498305,Somewhat Risk-Averse,0.0212539976667962,0.028234511121123,163
2023-05-03,0.0106854667235947,0.0069784638167148,Somewhat Risk-Averse,0.008379067702037,0.0246686687929035,163
2023-05-04,0.027474156603978,0.0069958820913724,Somewhat Risk-Averse,-0.0042254610285468,0.0182387669161052,163
2023-05-05,0.0332980355708207,0.006624722005905,Somewhat Risk-Averse,-0.0143009704036204,0.0074896639420218,163
2023-05-06,0.0145166860559462,0.0048590594236726,Somewhat Risk-Averse,-0.0070617913552209,0.0041789238047998,163
2023-05-07,0.0145166860559462,0.0048590594236726,Somewhat Risk-Averse,-0.0062658502397412,0.0051556642171024,163
2023-05-08,0.0149286921937357,0.0048543843202574,Somewhat Risk-Averse,-0.00385460308042,0.0101846861318768,163
2023-05-09,0.0032708278591646,0.0057937968211614,Somewhat Risk-Averse,0.0070494068628473,0.018908836070111,163
2023-05-10,0.0003891834544265,0.0060000059266292,Somewhat Risk-Averse,0.0025422927468703,0.014276962455754,163
2023-05-11,0.0043599930781041,0.006300607120125,Somewhat Risk-Averse,-0.0024565117328219,0.0091551305443195,163
2023-05-12,0.0191445364827487,0.007055789140065,Somewhat Risk-Averse,-0.006169810745506,0.0102371390896535,163
2023-05-13,0.0204817195124296,0.0070293808578641,Somewhat Risk-Averse,-0.0009852944505173,0.0173217313663886,163
2023-05-14,0.0204817195124296,0.0070293808578641,Somewhat Risk-Averse,0.0019824248006844,0.0208120126998245,163
2023-05-15,0.0204817195124296,0.0070293808578641,Somewhat Risk-Averse,0.0008932271874044,0.0194569257671947,163
2023-05-16,0.0173604703896015,0.0070093235357276,Somewhat Risk-Averse,0.0077080513745689,0.0253471827923396,163
2023-05-17,0.0185253859439256,0.00692392682321,Somewhat Risk-Averse,0.0087372550105073,0.0232493831962001,163
2023-05-18,0.0158708402780238,0.0066558228859943,Somewhat Risk-Averse,0.0089969362148341,0.0216048577547513,163
2023-05-19,0.0207286100596229,0.0071943974063239,Somewhat Risk-Averse,0.0047246393337363,0.0168121223806375,163
2023-05-20,0.0222159368432837,0.0071629988335988,Somewhat Risk-Averse,0.0031177116651491,0.0158715572035975,163
2023-05-21,0.0222159368432837,0.0071629988335988,Somewhat Risk-Averse,0.0027020977974809,0.0153704412939479,163
2023-05-22,0.0202570049928001,0.0072084143071774,Somewhat Risk-Averse,0.0043212416704601,0.0170794077918701,163
2023-05-23,0.0220635049096904,0.0072061443848247,Somewhat Risk-Averse,0.0064894666300373,0.0193038088511521,163
2023-05-24,0.0300899509002041,0.0064696999824883,Somewhat Risk-Averse,-0.0091910026660014,0.0015256800909584,163
2023-05-25,0.0438834339325353,0.0060071282379115,Somewhat Risk-Averse,-0.0080546921124466,0.0031114674592698,163
2023-05-26,0.0367779097752352,0.0057933474426254,Somewhat Risk-Averse,-0.0114552988074889,-0.0026089321765442,163
2023-05-27,0.0235226933462682,0.0050272544347833,Somewhat Risk-Averse,-0.0081032562437851,-0.0032050857278947,163
2023-05-28,0.0235226933462682,0.0050272544347833,Somewhat Risk-Averse,-0.008186129858023,-0.0033004776478596,163
2023-05-29,0.0328079590673762,0.0053604405216167,Somewhat Risk-Averse,-0.0155554299455636,-0.008659472857662,163
2023-05-30,0.039617143836458,0.0054397057186386,Somewhat Risk-Averse,-0.017872692415597,-0.0082049458525018,163
2023-05-31,0.0404587094594919,0.0054200146158819,Somewhat Risk-Averse,-0.0229210274350093,-0.0140533142548668,163
2023-06-01,0.0592318298237573,0.0054593234172926,Somewhat Risk-Averse,-0.029749490171359,-0.016448676357215,163
2023-06-02,0.0456885298762956,0.005523080964883,Somewhat Risk-Averse,-0.0250536024074958,-0.0151994337823144,163
2023-06-03,0.0307822459283702,0.0045565865985041,Somewhat Risk-Averse,-0.0154289553868533,-0.0077857427168379,163
2023-06-04,0.0307822459283702,0.0045565865985041,Somewhat Risk-Averse,-0.0153917499775476,-0.0077372750833724,163
2023-06-05,0.0307822459283702,0.0045565865985041,Somewhat Risk-Averse,-0.0146179775761057,-0.0068625425189595,163
2023-06-06,0.027403266714161,0.00482928502624,Somewhat Risk-Averse,-0.0119711770073145,-0.003287449259773,163
2023-06-07,0.0199182607455472,0.005147577237237,Somewhat Risk-Averse,-0.0112693588182383,-0.0078341839844532,163
2023-06-08,0.0271515517073146,0.0049995632516613,Somewhat Risk-Averse,-0.0097364879873281,-0.0019238310103601,163
2023-06-09,0.0132573969850002,0.0053926558658052,Somewhat Risk-Averse,-0.0071327016734645,-0.0027038085427178,163
2023-06-10,0.0114425296809381,0.0053911098343653,Somewhat Risk-Averse,-0.0038562515722557,9.890222386840662e-05,163
2023-06-11,0.0114425296809381,0.0053911098343653,Somewhat Risk-Averse,-0.0019354250120956,0.0025932189272416,163
2023-06-12,0.0073101106297577,0.0055342286354731,Somewhat Risk-Averse,-0.0017840135440938,-0.0004933034388203,163
2023-06-13,0.0091981719459641,0.0057604046548176,Somewhat Risk-Averse,-0.0018340329168343,0.0006357509360934,163
2023-06-14,0.0030939109857102,0.0055193928409411,Somewhat Risk-Averse,0.0026882338643644,0.0032038568714684,163
2023-06-15,0.0058497743616898,0.0055990612474137,Somewhat Risk-Averse,-0.0024413784212034,-0.0001366441683183,163
2023-06-16,0.0052567520029527,0.0055091290757546,Somewhat Risk-Averse,-0.0010654155709017,0.0033578855622154,163
2023-06-17,0.0086926147157861,0.0054119786706111,Somewhat Risk-Averse,-0.0024032732373459,0.0029424010985481,163
2023-06-18,0.0086926147157861,0.0054119786706111,Somewhat Risk-Averse,-0.0026523302652981,0.0026449591137509,163
2023-06-19,0.0098532734728851,0.0054111612187572,Somewhat Risk-Averse,0.0004371962315528,0.0071236619941122,163
2023-06-20,0.0098532734728851,0.0054111612187572,Somewhat Risk-Averse,-0.0011381345134006,0.0051985360982618,163
2023-06-21,0.0136100681246096,0.0052055655343754,Somewhat Risk-Averse,-0.0059945446979508,0.000145333717749,163
2023-06-22,0.0108521444210267,0.0054700415236954,Somewhat Risk-Averse,-0.0108643683912343,-0.0045590587009861,163
2023-06-23,0.0046733570246217,0.0054689806873462,Somewhat Risk-Averse,0.0014912634494656,0.0080071017907586,163
2023-06-24,0.0123266177492997,0.0050203907798298,Somewhat Risk-Averse,-0.0043991261050759,0.0042847158744259,163
2023-06-25,0.0123266177492997,0.0050203907798298,Somewhat Risk-Averse,-0.0042294831063219,0.0044999220967295,163
2023-06-26,0.0148889443962976,0.0050330650765933,Somewhat Risk-Averse,-0.0062717358952079,0.0027158232510928,163
2023-06-27,0.0255423338820619,0.0050026203900305,Somewhat Risk-Averse,-0.0083024497894871,0.006006665007548,163
2023-06-28,0.0225828539091614,0.0046616167727976,Somewhat Risk-Averse,-0.0015317142162862,0.0101118263621835,163
2023-06-29,0.0301794226741534,0.0049352192968121,Somewhat Risk-Averse,0.0025981101042351,0.0170569986925581,163
2023-06-30,0.0254959713063951,0.0049473653222248,Somewhat Risk-Averse,-0.0002484317603804,0.0116185958848472,163
2023-07-01,0.0135353997320235,0.0040886758122335,Somewhat Risk-Averse,0.002740504046762,0.0101765935015918,163
2023-07-02,0.0135353997320235,0.0040886758122335,Somewhat Risk-Averse,0.0025561089612204,0.0099868329101709,163
2023-07-03,0.0170546136668159,0.0041318714871729,Somewhat Risk-Averse,0.0011622897870336,0.0101463353345547,163
2023-07-04,0.0234342946663537,0.0044401224225864,Somewhat Risk-Averse,-0.0037427264487324,0.0057100949264564,163
2023-07-05,0.0257101217057829,0.0044215923317513,Somewhat Risk-Averse,-0.0027014418073125,0.0059792882912653,163
2023-07-06,0.0204228818111926,0.0048643958285922,Somewhat Risk-Averse,-0.0035958284242572,0.0006212818175892,163
2023-07-07,0.0284765896337118,0.0041796192409398,Somewhat Risk-Averse,-0.0050436483871454,0.0005024241171084,163
2023-07-08,0.031079793901215,0.0040379245573774,Somewhat Risk-Averse,-0.0102301896523618,-0.0057369601319609,163
2023-07-09,0.031079793901215,0.0040379245573774,Somewhat Risk-Averse,-0.0095787951119028,-0.0050482261503549,163
2023-07-10,0.0356858343525765,0.0040406558927186,Somewhat Risk-Averse,-0.0127098054586252,-0.0069627832988262,163
2023-07-11,0.0358913534961098,0.0040416265197345,Somewhat Risk-Averse,-0.01198122492352,-0.0060845947154617,163
2023-07-12,0.0294942039451562,0.0039181411897469,Somewhat Risk-Averse,-0.008199672514824,-0.0032359613779016,163
2023-07-13,0.0145060675786488,0.0041138545640475,Somewhat Risk-Averse,-0.0137020446532441,-0.0087641873854116,163
2023-07-14,0.0163716178128521,0.0043586627281252,Somewhat Risk-Averse,-0.0190595423097213,-0.0142448122304011,163
2023-07-15,0.0170050244793806,0.0043441021288486,Somewhat Risk-Averse,-0.0135093984285612,-0.0080834459609654,163
2023-07-16,0.0170050244793806,0.0043441021288486,Somewhat Risk-Averse,-0.0136827364776683,-0.0083022996464546,163
2023-07-17,0.0189414052339953,0.0043364241880228,Somewhat Risk-Averse,-0.0108393133128145,-0.00405390138547,163
2023-07-18,0.0125099702032149,0.0044133678777355,Somewhat Risk-Averse,-0.0120901948677222,-0.0060496635874301,163
2023-07-19,-0.0089390809687407,0.0054537227069826,Somewhat Risk-Averse,-0.0062117800822882,-0.0079028701911128,163
2023-07-20,-0.0139717705864153,0.0054247708103243,Somewhat Risk-Averse,-0.0063260933998862,-0.0070783717376404,163
2023-07-21,-0.0118759672262369,0.005291774315873,Somewhat Risk-Averse,0.0016468003768946,0.0038234365877845,163
2023-07-22,-0.0118759672262369,0.005291774315873,Somewhat Risk-Averse,0.0036368777850349,0.0066563027047469,163
2023-07-23,-0.0118759672262369,0.005291774315873,Somewhat Risk-Averse,0.0040752607798254,0.0071992333174726,163
2023-07-24,-0.003250994013119,0.0058359717635528,Somewhat Risk-Averse,-0.0045251187634345,0.0002396222704181,163
2023-07-25,-0.0119991806662342,0.005775858817697,Somewhat Risk-Averse,0.0032922453629552,0.0057145540776365,163
2023-07-26,-0.0212761162762362,0.0058768391542398,Somewhat Risk-Averse,0.0011864903866801,-0.001420173393012,163
2023-07-27,-0.0210752780595382,0.0058809935952892,Somewhat Risk-Averse,-0.004977211265592,-0.0076241747927862,163
2023-07-28,-0.0151164601898772,0.0057016033467188,Somewhat Risk-Averse,-0.0026621058822731,-0.0058766140559242,163
2023-07-29,-0.0246653817095071,0.0048792402926193,Somewhat Risk-Averse,-0.0034502991021041,-0.0094334471304311,163
2023-07-30,-0.0246653817095071,0.0048792402926193,Somewhat Risk-Averse,-0.0039146564207093,-0.010010986696171,163
2023-07-31,-0.0192813594460367,0.0052097592740689,Somewhat Risk-Averse,-0.0055342989889475,-0.0083740402584877,163
2023-08-01,-0.032547549407306,0.0057631234547092,Somewhat Risk-Averse,-0.0065990153887803,-0.0144601463888044,163
2023-08-02,-0.0368908545913367,0.0059144203537423,Somewhat Risk-Averse,-0.0024317359525369,-0.0126992652491656,163
2023-08-03,-0.0307466020567356,0.0052298740159431,Somewhat Risk-Averse,-0.004345408825888,-0.010490970272834,163
2023-08-04,-0.0274932261869204,0.0052646483954797,Somewhat Risk-Averse,-0.0046075711450481,-0.0120479270151049,163
2023-08-05,-0.023074635320274,0.0052296534224204,Somewhat Risk-Averse,-0.0108202759770266,-0.0181252341141805,163
2023-08-06,-0.023074635320274,0.0052296534224204,Somewhat Risk-Averse,-0.0104611057299308,-0.0177032570789264,163
2023-08-07,-0.0167183911448165,0.0056218365892935,Somewhat Risk-Averse,-0.0114679056945644,-0.0148020899033244,163
2023-08-08,-0.0278672004758964,0.0049247148150652,Somewhat Risk-Averse,-0.0018735864459508,-0.0069757267855083,163
2023-08-09,-0.0127464020749334,0.0058957884146282,Somewhat Risk-Averse,-0.00326750689341,-0.0057002735032782,163
2023-08-10,-0.0198765268562685,0.0066470368029146,Somewhat Risk-Averse,0.005741781355014,0.0038289924706017,163
2023-08-11,-0.0133211619849001,0.0069834988607845,Somewhat Risk-Averse,0.0024614090655437,0.0015275855368656,163
2023-08-12,-0.012745295113275,0.0069868375796118,Somewhat Risk-Averse,0.0044917703287669,0.0034463293466771,163
2023-08-13,-0.012745295113275,0.0069868375796118,Somewhat Risk-Averse,0.0047955026525398,0.003812845065349,163
2023-08-14,-0.0064847414419836,0.0072284470109279,Somewhat Risk-Averse,0.0018420265690882,0.0022017957238818,163
2023-08-15,0.0023433106712218,0.0080709720259122,Somewhat Risk-Averse,0.0093622610594766,0.0124210708201216,163
2023-08-16,0.0183340212691986,0.0074199755374212,Somewhat Risk-Averse,0.0027946840858425,0.0114014732070317,163
2023-08-17,0.0243607517371231,0.0070823472354854,Somewhat Risk-Averse,-0.002289472100103,0.009279631124424,163
2023-08-18,0.0341515378835999,0.0066048869797341,Somewhat Risk-Averse,-0.0064936194592928,0.0088837845376067,163
2023-08-19,0.0336540390935575,0.0066153144140088,Somewhat Risk-Averse,-0.0059848245393999,0.0105417168804487,163
2023-08-20,0.0336540390935575,0.0066153144140088,Somewhat Risk-Averse,-0.0059845357980561,0.0105246901687977,163
2023-08-21,0.0336540390935575,0.0066153144140088,Somewhat Risk-Averse,-0.0068001500819643,0.0095489598624928,163
2023-08-22,0.0225336855627684,0.0067054695900759,Somewhat Risk-Averse,-0.0029550210410957,0.0111920581042644,163
2023-08-23,0.0184183534739983,0.0069609586244915,Somewhat Risk-Averse,-0.0020589986719943,0.0110609706399084,163
2023-08-24,0.0041081498181949,0.0064670669053499,Somewhat Risk-Averse,0.0022345357249908,0.0096027396639425,163
2023-08-25,0.0197530790796744,0.0051476537581314,Somewhat Risk-Averse,-0.0072863884854619,0.0036720155002909,163
2023-08-26,0.0126144985735736,0.0049028965005059,Somewhat Risk-Averse,-0.0017929892870071,0.0076366998974427,163
2023-08-27,0.0126144985735736,0.0049028965005059,Somewhat Risk-Averse,-0.0019545662760952,0.0074364775772953,163
2023-08-28,0.0192741065468156,0.0051113500945858,Somewhat Risk-Averse,-0.0068176127852999,0.0043910354988,163
2023-08-29,0.0072952400862167,0.0051873884483515,Somewhat Risk-Averse,0.0008999615858376,0.0093691806946706,163
2023-08-30,-0.0058999783770425,0.0034906258630651,Somewhat Risk-Averse,0.000782280155667,0.0029934833391702,163
2023-08-31,-0.0014413066648406,0.0040542088003617,Somewhat Risk-Averse,-0.0013127549923734,0.0011682243187752,163
2023-09-01,-0.012026427627886,0.005097539645867,Somewhat Risk-Averse,0.008272531481157,0.0079450044001793,163
2023-09-02,-0.0138656657485376,0.0050505721953412,Somewhat Risk-Averse,0.0137310303878603,0.0121981546096166,163
2023-09-03,-0.0138656657485376,0.0050505721953412,Somewhat Risk-Averse,0.0132402464901193,0.011534604407829,163
2023-09-04,-0.0132872948812424,0.0050604514177654,Somewhat Risk-Averse,0.012624867186479,0.009549805414261,163
2023-09-05,-0.0153336381282745,0.0050630394222476,Somewhat Risk-Averse,0.0105237134100392,0.0058697148911595,163
2023-09-06,-0.0201511123652923,0.005432847571788,Somewhat Risk-Averse,0.0103493483412683,-0.000306988697857,163
2023-09-07,-0.0298243857975262,0.0065926233735489,Somewhat Risk-Averse,0.0109723849363371,-0.0054253273419507,163
2023-09-08,-0.0290250577605827,0.0065864748330058,Somewhat Risk-Averse,0.0085238060849714,-0.0076953246179451,163
2023-09-09,-0.0304850622796661,0.0065414998653035,Somewhat Risk-Averse,0.0105982087830532,-0.0051816832608465,163
2023-09-10,-0.0304850622796661,0.0065414998653035,Somewhat Risk-Averse,0.0095246042783732,-0.0064924325679956,163
2023-09-11,-0.0264081199835441,0.0067228457639261,Somewhat Risk-Averse,0.004503510052229,-0.0070871088450322,163
2023-09-12,-0.0469790157617887,0.0070723491931821,Somewhat Risk-Averse,0.018440596602529,0.0014424288077551,163
2023-09-13,-0.0413400494811494,0.0070984430517769,Somewhat Risk-Averse,0.0144353349442069,0.0043167130497809,163
2023-09-14,-0.0369050426384867,0.007377907236907,Somewhat Risk-Averse,0.0106502064471352,0.0028169229885469,163
2023-09-15,-0.0474555775679323,0.0067119871439741,Somewhat Risk-Averse,0.0175506676000428,0.0088621839152907,163
2023-09-16,-0.0358391284156349,0.0062868290497083,Somewhat Risk-Averse,0.009229460704098,0.0040044544997545,163
2023-09-17,-0.0358391284156349,0.0062868290497083,Somewhat Risk-Averse,0.0126835592127843,0.0081751096649616,163
2023-09-18,-0.0362225126497218,0.006276764231783,Somewhat Risk-Averse,0.0052728679123992,0.0038054308221898,163
2023-09-19,-0.0496810953082421,0.0068099886296585,Somewhat Risk-Averse,0.0082374690183036,0.0030456978099522,163
2023-09-20,-0.0407716135384026,0.0073445997598074,Somewhat Risk-Averse,0.0119642197063831,0.0097888213145211,163
2023-09-21,-0.0322359859402442,0.0071417621099502,Somewhat Risk-Averse,0.0072750167239922,0.0099263256035246,163
2023-09-22,-0.00428853548295,0.006817291841976,Somewhat Risk-Averse,0.0016532980601209,0.0159855568859207,163
2023-09-23,-0.0020444852653762,0.0067952376357272,Somewhat Risk-Averse,-0.0016012891009825,0.0136427420429714,163
2023-09-24,-0.0020444852653762,0.0067952376357272,Somewhat Risk-Averse,-0.0017127495629359,0.0135035535291171,163
2023-09-25,0.0043444761862712,0.0070009051818138,Somewhat Risk-Averse,0.002121824261197,0.0164439255450155,163
2023-09-26,0.0053444646282496,0.0070452394976937,Somewhat Risk-Averse,0.002588473507384,0.0153904272389305,163
2023-09-27,0.0245137834396522,0.0057201679670395,Somewhat Risk-Averse,-0.0036375833156445,0.0113452743291222,163
2023-09-28,0.0178619189580817,0.0060560901396178,Somewhat Risk-Averse,-0.0037679879709166,0.0087880603009199,163
